Number|Station name                             |Latitude|Longitud|Stat|Elevat.|Distance (km)
 39234|THE CEDARS                               |-25.1731|152.0325|QLD |  100.0|1822.3
 10012|BOODJERAKINE                             |-31.5258|117.4064|WA  |  260.0|1822.3
 55090|UPPER MANILLA (CARMARTHEN)               |-30.6242|150.7293|NSW |  470.0|1822.4
 72024|HUMULA (RYLANDS)                         |-35.5006|147.7656|NSW |  288.0|1822.5
 39159|BOOYAL CENTRAL STATE SCHOOL              |-25.2097|152.0325|QLD |  102.0|1822.6
 86103|SASSAFRAS POST OFFICE                    |-37.8622|145.3537|VIC |  480.0|1822.6
 86219|CORANDERRK BADGER WEIR                   |-37.6886|145.5644|VIC |  360.0|1822.6
 55008|BREEZA (MAIN STREET)                     |-31.2475|150.4632|NSW |  296.0|1822.6
 86372|FERNY CREEK (DUNNS HILL)                 |-37.8775|145.3364|VIC |  561.0|1822.7
 10555|RPF 57 MILE                              |-32.3167|117.8000|WA  |  322.2|1822.8
 40199|TARONG                                   |-26.7432|151.8437|QLD |  396.0|1823.0
 41063|LEYBURN POST OFFICE                      |-28.0106|151.5856|QLD |  412.0|1823.2
 10627|PINGRUP                                  |-33.5347|118.5092|WA  |  280.0|1823.3
 86224|DANDENONG                                |-37.9764|145.2247|VIC |   54.0|1823.5
 39265|BULLYARD                                 |-24.9528|152.0611|QLD |   70.0|1823.5
 10041|DOONGIN PEAK                             |-31.6192|117.4372|WA  |  250.0|1823.6
 41077|OAKEY POST OFFICE                        |-27.4500|151.7167|QLD |  402.0|1823.6
 41412|DUNGORM                                  |-28.2969|151.5181|QLD |  500.0|1823.6
 40473|BOOUBYJAN                                |-25.9500|151.9667|QLD |  178.0|1823.6
 41189|WARAHGAI                                 |-28.2367|151.5350|QLD |  488.0|1823.7
 86028|DANDENONG POST OFFICE                    |-38.0000|145.2000|VIC |   40.8|1823.8
 41315|BRIGALOW PARK                            |-28.1064|151.5689|QLD |  457.2|1823.8
 73020|KENYU                                    |-34.1833|148.8000|NSW |  381.0|1823.9
 63267|WYANGALA DAM                             |-33.9734|148.9452|NSW |  365.0|1823.9
 86148|WANDIN (YALLOCK)                         |-37.8000|145.4500|VIC |  221.0|1823.9
  8082|MELROSE                                  |-30.4000|116.9000|WA  |  335.8|1823.9
 63029|MANDURAMA (GALLYMONT (HOMELEIGH))        |-33.7440|149.1046|NSW |  790.0|1824.4
 73079|GOBARRALONG                              |-35.0000|148.2000|NSW |  203.0|1824.4
 86210|BONBEACH (CARRUM (PATTERSON RIVER COUNTR |-38.0651|145.1294|VIC |    5.0|1824.5
 72076|HOLBROOK (FORDELL)                       |-35.8000|147.5333|NSW |  380.0|1824.6
 72154|MOUNT HOREB (MARATHORN)                  |-35.2153|148.0306|NSW |  285.0|1824.7
 55061|BLACKVILLE (WELTON DALE)                 |-31.7500|150.2500|NSW |  460.0|1824.8
 83079|LAKE BUFFALO                             |-36.7142|146.6714|VIC |  296.0|1824.9
 41359|OAKEY AERO                               |-27.4034|151.7413|QLD |  405.7|1825.1
 40152|MURGON POST OFFICE                       |-26.2422|151.9425|QLD |  314.0|1825.1
 56018|INVERELL RESEARCH CENTRE                 |-29.7752|151.0820|NSW |  664.0|1825.1
  6031|MANGAROON                                |-23.9150|115.6183|WA  |  300.0|1825.1
 55028|KICKERBELL                               |-31.5500|150.3500|NSW |  365.8|1825.1
 10562|GUNNERSIDE                               |-33.1639|118.2528|WA  |  300.0|1825.4
 41344|KARARA                                   |-28.2075|151.5608|QLD |  480.0|1825.5
 86106|SILVAN                                   |-37.8325|145.4370|VIC |  259.0|1825.6
 83057|MYRTLEFORD (OVENS RESEARCH STATION)      |-36.6074|146.7888|VIC |  235.0|1825.6
 40060|COOYAR POST OFFICE                       |-26.9836|151.8303|QLD |  436.0|1825.8
 10045|EJANDING                                 |-31.0114|117.1336|WA  |  290.0|1825.8
 40321|DALLARNIL TELEPHONE EXCH                 |-25.3833|152.0500|QLD |  120.0|1825.9
 62032|WOLLAR (BARRIGAN ST)                     |-32.3592|149.9484|NSW |  366.0|1825.9
 55036|CAROONA (WEST MOOKI)                     |-31.4135|150.4234|NSW |  312.0|1826.0
 10595|PINGRUP SOUTH                            |-33.6514|118.5517|WA  |  290.0|1826.0
 63010|BLAYNEY POST OFFICE                      |-33.5350|149.2600|NSW |  863.0|1826.0
 55031|MANILLA POST OFFICE                      |-30.7477|150.7196|NSW |  373.0|1826.2
  7000|BARNONG                                  |-28.6294|116.2814|WA  |  340.0|1826.2
 82045|TALLANGATTA DCNR                         |-36.2161|147.1764|VIC |  205.0|1826.2
 55050|SOMERTON POST OFFICE                     |-30.9389|150.6389|NSW |  323.0|1826.2
 72012|CARABOST                                 |-35.6043|147.7263|NSW |  345.0|1826.2
 41084|QUEEN MARY FALLS                         |-28.1500|151.5833|QLD |  454.0|1826.3
 10792|GAIRDNER                                 |-34.2264|118.9369|WA  |  180.0|1826.3
 10872|DUNELM                                   |-33.1722|118.2475|WA  |  300.0|1826.3
 54069|DINTON VALE (BERRILEE)                   |-29.5998|151.1562|NSW |  628.0|1826.4
 41118|WARRABAH                                 |-28.1900|151.5758|QLD |  470.0|1826.5
 41377|TUMMURRAMI                               |-28.3415|151.5369|QLD |  489.0|1826.6
 54006|BUNDARRA (VALLEY VIEW)                   |-30.2667|150.9167|NSW |  850.0|1826.6
 54113|BUNDARRA (ROSS)                          |-30.1432|150.9639|NSW |  731.0|1826.6
 62012|CUDGEGONG (KIORA)                        |-32.7333|149.7500|NSW |  609.6|1826.6
 40021|BIGGENDEN POST OFFICE                    |-25.5103|152.0456|QLD |  113.0|1826.6
 55065|BREEZA (THE PARK)                        |-31.1660|150.5441|NSW |  302.0|1826.7
 10154|MINNIVALE POST OFFICE                    |-31.1433|117.1817|WA  |  300.0|1826.7
 55011|SOMERTON (GIRRAWEENA)                    |-30.9094|150.6614|NSW |  380.0|1827.1
 41416|AUGHAMORE                                |-27.5744|151.7267|QLD |  506.0|1827.2
 55119|SOMERTON (LONOU)                         |-30.8867|150.6717|NSW |  442.0|1827.2
 86056|KALLISTA FORESTRY                        |-37.9000|145.3833|VIC |  362.7|1827.4
 63258|ATHOL 1                                  |-33.5000|149.3000|NSW |  900.0|1827.5
  6048|TWIN PEAKS                               |-27.3853|115.9664|WA  |  260.0|1827.5
  6021|EUDAMULLAH                               |-24.4508|115.6072|WA  |  400.0|1827.6
 63086|BLAYNEY (VITTORIA)                       |-33.4500|149.3333|NSW |  975.0|1827.7
 55037|PINE RIDGE (MOOKI SPRINGS)               |-31.5077|150.3986|NSW |  335.0|1827.7
 62069|MERRIWA (PEMBROKE)                       |-32.0167|150.1500|NSW |  366.0|1827.8
 41003|BALGOWNIE WEST                           |-27.8297|151.6767|QLD |  448.0|1827.9
 73013|GALONG                                   |-34.6000|148.5500|NSW |  502.9|1828.0
 56017|INVERELL COMPARISON                      |-29.7783|151.1114|NSW |  584.0|1828.0
 56242|INVERELL (RAGLAN ST)                     |-29.7796|151.1121|NSW |  582.0|1828.1
 73006|COOLAC (HOPEWOOD)                        |-34.8667|148.3500|NSW |  259.1|1828.1
 54104|PINDARI DAM                              |-29.3899|151.2448|NSW |  462.0|1828.1
 86129|WOORI YALLOCK                            |-37.8000|145.5167|VIC |   99.0|1828.2
 55051|SUNNYSIDE FARM                           |-31.3000|150.5000|NSW |  299.6|1828.2
 83008|DANDONGADALE (MOUNTAIN VIEW)             |-36.8064|146.6250|VIC |  344.0|1828.2
 10644|BATHURST                                 |-33.1256|118.1961|WA  |  350.0|1828.3
 41173|MYUNA                                    |-28.1667|151.6000|QLD |  463.0|1828.3
 10122|TELENNING HILL                           |-31.8308|117.4875|WA  |  240.0|1828.3
 54078|INVERELL (WANDERA)                       |-29.6754|151.1527|NSW |  645.0|1828.5
 72014|CARABOST STATE FOREST 2                  |-35.6500|147.7167|NSW |  420.0|1828.5
 10680|TAMBARMERING                             |-32.5667|117.8689|WA  |  350.0|1828.7
  8014|DALWALLINU NORTH                         |-30.2192|116.7783|WA  |  300.0|1828.8
 55057|WILLOW TREE (VALAIS)                     |-31.7731|150.2856|NSW |  465.0|1829.0
 54114|BUNDARRA (BEVERLEY)                      |-30.0977|151.0089|NSW |  645.0|1829.2
  8003|BALLIDU EAST                             |-30.5922|116.9194|WA  |  320.0|1829.3
 86042|FRANKSTON 1                              |-38.1500|145.1000|VIC |   27.0|1829.4
 41413|HUNTERS HILL                             |-28.3583|151.5619|QLD |  520.0|1829.4
 62056|WOLLAR (MAREE)                           |-32.4261|149.9535|NSW |  410.0|1829.5
 55138|SOMERTON (KALLAROO)                      |-31.0123|150.6430|NSW |  370.0|1829.5
 41404|ELLANGOWAN                               |-27.9583|151.6636|QLD |  403.0|1829.5
 86114|THE PATCH                                |-37.9000|145.4167|VIC |  274.0|1829.5
  8034|COOARRA                                  |-30.3000|116.8000|WA  |  302.0|1829.6
 41074|NETHERBY                                 |-27.3500|151.8000|QLD |  463.0|1829.7
 40616|COOLABUNIA                               |-26.6333|151.9333|QLD |  360.0|1830.0
  8021|SUNNYDALE                                |-30.0425|116.6981|WA  |  320.0|1830.1
 55064|PINE RIDGE (WINDY)                       |-31.6001|150.3811|NSW |  350.0|1830.1
 40289|EUMARELLA                                |-27.1136|151.8517|QLD |  487.0|1830.3
 10143|YGNATTERING                              |-31.4150|117.2664|WA  |  295.0|1830.3
 10065|JENNABERRING                             |-31.9000|117.5000|WA  |  223.0|1830.3
 62015|MERRIWA (MERRY VALE)                     |-31.9273|150.2230|NSW |  460.0|1830.3
 10806|FALCONDALE - EDEOWIE                     |-33.2706|118.2606|WA  |  350.0|1830.3
  8179|EAST KONDUT                              |-30.6583|116.9344|WA  |  300.0|1830.4
 72015|COPABELLA                                |-35.7000|147.7000|NSW |  335.3|1830.5
  8102|KONDUT EAST                              |-30.6750|116.9389|WA  |  300.0|1830.6
 54105|BUNDARRA (GRANITE HEIGHTS)               |-30.3354|150.9338|NSW |  880.0|1830.6
 40259|YARRAMAN UPPER                           |-26.8936|151.8976|QLD |  599.0|1830.8
 72016|ELLERSLIE                                |-35.3500|148.0000|NSW |  540.0|1830.8
 54045|ASHFORD (SPRINGVALE)                     |-29.3411|151.2894|NSW |  578.0|1830.9
 55118|SOMERTON (CLERMONT PARK)                 |-30.9179|150.7001|NSW |  375.0|1831.0
 72083|ADELONG (THE WILLOWS)                    |-35.4402|147.9280|NSW |  380.0|1831.0
 86085|NARRE WARREN NORTH (NARRE WARREN  NORTH  |-37.9886|145.3319|VIC |  128.0|1831.1
 83017|JAMIESON                                 |-37.3014|146.1406|VIC |  300.0|1831.2
 55275|BREEZA (ALPHA)                           |-31.2874|150.5394|NSW |  299.0|1831.2
 41024|DOCTORS CREEK                            |-27.2067|151.8467|QLD |  612.0|1831.5
 63128|NEVILLE (CARCOAR ST)                     |-33.7103|149.2141|NSW |  908.0|1831.7
 86245|CARRUM DOWNS                             |-38.1167|145.1797|VIC |   30.0|1831.7
 70220|BOOROWA POST OFFICE                      |-34.4382|148.7158|NSW |  488.0|1831.8
 55013|CUERINDI                                 |-30.7000|150.8000|NSW |  370.0|1831.8
 55046|PINE RIDGE (BILLABONG)                   |-31.5294|150.4356|NSW |  340.0|1832.0
 10637|ROSELEA                                  |-33.0433|118.1025|WA  |  360.0|1832.1
  6033|MAROONAH                                 |-23.4796|115.5478|WA  |  250.0|1832.2
 70034|FROGMORE                                 |-34.2739|148.8400|NSW |  500.0|1832.3
 82022|KERGUNYAH SOUTH                          |-36.4462|147.0431|VIC |  223.0|1832.4
 86086|NARRE WARREN (BRECHIN)                   |-38.0333|145.3000|VIC |   34.0|1832.6
 10823|GLENMORE                                 |-32.2344|117.6444|WA  |  300.0|1832.7
 83010|EUROBIN                                  |-36.6344|146.8628|VIC |  266.0|1832.7
 63002|BARRY                                    |-33.6500|149.2667|NSW |  899.0|1832.8
 56167|STANBOROUGH (ROCKFIELD)                  |-30.0034|151.0833|NSW |  790.0|1832.9
 55328|MANILLA (KIMBERLEY)                      |-30.8552|150.7478|NSW |  510.0|1833.0
  8073|LATHAM EAST                              |-29.8150|116.5850|WA  |  300.0|1833.0
 86004|BEACONSFIELD UPPER                       |-38.0000|145.3500|VIC |  213.4|1833.1
 72000|ADELONG (TUMUT ST)                       |-35.3085|148.0641|NSW |  333.0|1833.2
 86082|MOUNT ELIZA                              |-38.2000|145.1000|VIC |  106.7|1833.3
 40025|BOONARA                                  |-26.0833|152.0500|QLD |  274.0|1833.6
  7096|YUIN                                     |-27.9808|116.0347|WA  |  300.0|1833.8
 82090|DEDERANG                                 |-36.4793|147.0297|VIC |  261.0|1833.8
 55157|WINTON (DALBLAIR)                        |-31.0853|150.6580|NSW |  434.0|1833.8
 41037|GOOMBUNGEE POST OFFICE                   |-27.3072|151.8506|QLD |  497.0|1833.9
 10600|NANDA DOWNS                              |-33.6067|118.4292|WA  |  300.0|1833.9
 40721|BOONARA ROMLEY                           |-26.0933|152.0522|QLD |  274.0|1833.9
  9835|WAYJO PARK                               |-34.4033|118.9689|WA  |   80.0|1834.0
 63211|BIGGA (GREENMANTLE)                      |-33.9301|149.0966|NSW |  410.0|1834.0
 86079|MORNINGTON                               |-38.2358|145.0667|VIC |   60.0|1834.1
 40612|GLEN ELGIN                               |-26.6000|151.9833|QLD |  340.0|1834.4
 39092|MIARA                                    |-24.6792|152.1881|QLD |    4.0|1834.5
  5018|PEEDAMULLAH                              |-21.8500|115.6167|WA  |   70.0|1834.6
 86121|WARBURTON                                |-37.7517|145.6757|VIC |  170.0|1834.6
 72013|CARABOST FOREST HEADQUARTERS             |-35.6500|147.8022|NSW |  580.0|1835.0
 86213|ROSEBUD (COUNTRY CLUB)                   |-38.3782|144.8984|VIC |   20.0|1835.3
 54073|NULLAMANNA (BELMORE)                     |-29.6448|151.2362|NSW |  653.0|1835.4
 41042|HADEN POST OFFICE                        |-27.2242|151.8833|QLD |  640.0|1835.5
 10052|ALEPPO                                   |-31.4453|117.2219|WA  |  300.0|1835.6
  8106|PERANGERY                                |-29.3687|116.4062|WA  |  280.0|1835.6
 56214|BUNDARRA (WILLOWBANK)                    |-30.3123|150.9964|NSW |  731.0|1835.7
 72030|LANKEYS CREEK (WOODRIDGE)                |-35.8167|147.6667|NSW |  360.0|1835.7
 41014|CARBEAN                                  |-28.3541|151.6281|QLD |  594.0|1835.7
 55149|WINTON (NIOKA)                           |-31.0806|150.6817|NSW |  405.0|1835.8
 55140|SOMERTON (GLEN BURN)                     |-31.0101|150.7127|NSW |  378.0|1835.8
 83073|MOUNT BUFFALO CHALET                     |-36.7220|146.8189|VIC | 1350.0|1835.8
 41327|BAIRNSDALE                               |-27.7694|151.7732|QLD |  478.0|1835.9
 82102|BULLIOH (HINDLETON)                      |-36.1430|147.3772|VIC |  320.0|1835.9
 86261|BEACONSFIELD UPPER                       |-37.9822|145.4196|VIC |  196.0|1836.1
 40109|KIA ORA SANDY RIDGES                     |-26.5181|152.0139|QLD |  340.0|1836.2
 55003|SOMERTON (BECTIVE ESTATE)                |-30.9702|150.7354|NSW |  348.0|1836.3
 86244|CRANBOURNE SOUTH                         |-38.1337|145.2384|VIC |   80.0|1836.6
 40158|NANANGO WILLS ST                         |-26.6756|151.9939|QLD |  375.0|1836.7
 40090|GOOMERI POST OFFICE                      |-26.1819|152.0686|QLD |  258.0|1836.7
 73115|BRUNGLE (BONNIE DOON)                    |-35.1640|148.2288|NSW |  265.0|1836.9
 54063|NULLAMANNA (SEVERN VALE)                 |-29.4989|151.3015|NSW |  680.0|1836.9
 54065|NULLAMANNA (SILVERDALE)                  |-29.6050|151.2670|NSW |  700.0|1837.0
 39186|BINGERA SUGAR MILL                       |-24.9297|152.1983|QLD |   60.0|1837.1
 61002|BLACKVILLE (KRUI VALE)                   |-31.8469|150.3410|NSW |  610.0|1837.3
 86029|BEACONSFIELD 2                           |-38.0000|145.4167|VIC |  213.4|1837.3
 82047|TALLANGATTA (BULLIOH)                    |-36.1871|147.3552|VIC |  220.0|1837.3
 86246|MOOROODUC                                |-38.2483|145.1036|VIC |   69.0|1837.4
 55082|ORABAH (MANILLA (WARRABAH))              |-30.4702|150.9539|NSW |  853.0|1837.4
 61316|MERRIWA (MAR-LEA)                        |-32.0666|150.2326|NSW |  396.0|1837.5
 40304|KOORALGIN                                |-26.9475|151.9567|QLD |  370.0|1837.6
 10000|AMERY ACRES                              |-31.1683|117.0736|WA  |  340.0|1837.6
 61287|MERRIWA (ROSCOMMON)                      |-32.1852|150.1737|NSW |  375.0|1837.6
 86023|CLYDE STATE SCHOOL                       |-38.1000|145.3000|VIC |   44.2|1837.8
 55043|WILLOW TREE  (PARRAWEENA)                |-31.7118|150.4135|NSW |  405.0|1837.9
 56006|BUNDARRA POST OFFICE                     |-30.1711|151.0757|NSW |  654.0|1838.0
 40258|YARRAMAN POST OFFICE                     |-26.8411|151.9805|QLD |  445.0|1838.1
 41126|WESTBROOK                                |-27.6197|151.8292|QLD |  539.0|1838.2
 10036|YOUNDEGIN                                |-31.7972|117.3614|WA  |  324.0|1838.2
 86375|CRANBOURNE BOTANIC GARDENS               |-38.1348|145.2636|VIC |   85.0|1838.3
